Support Vector Machine: Linear Kernel
User, 9

,, precision,recall,f1-score, support

,0.0, 1.00,1.00,1.00, 8
,1.0, 1.00,1.00,1.00, 9
,2.0, 1.00,1.00,1.00, 9
,3.0, 0.90,1.00,0.95, 9
,4.0, 1.00,1.00,1.00, 9
,5.0, 1.00,1.00,1.00, 9
,6.0, 1.00,1.00,1.00, 9
,7.0, 1.00,0.88,0.93, 8
,8.0, 1.00,1.00,1.00, 9

avg / total, 0.99,,0.99,0.99,79
,
8, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 9, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 9, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 9, 0, 0, 0, 1, 0,
 0, 0, 0, 0, 9, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 9, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 9, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 7, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 9

Accuracy:, 0.987342
